lemma,genus,nominativ plural
Zügellosigkeit,f,
Zülpich,,
Zünder,m,Zünder
Zündholz,n,Zündhölzer
Zündkerze,f,Zündkerzen
Zündnadelgewehr,n,Zündnadelgewehre
Zündquelle,f,Zündquellen
Zündschloss,n,Zündschlösser
Zündschlüssel,,
Zündschnur,f,Zündschnüre
Zündtemperatur,f,Zündtemperaturen
Zündung,f,Zündungen
Zündzeitpunkt,m,Zündzeitpunkte
Zünglein,n,Zünglein
Zürcher,m,Zürcher
Zürcher,,
Zürcherin,f,Zürcherinnen
Zürgelbaum,m,Zürgelbäume
Zürich,,
Züricher,m,Züricher
Züricherin,f,Züricherinnen
Złoty,m, Złotys
a,n,a
a-Laut,m,a-Laute
a-Moll,n,
a-Moll-Tonleiter,f,a-Moll-Tonleitern
a-Schwa,,
abbesche Zahl,f,
aberratio ictus,f,aberrationes ictus
abertausende,n,abertausende
abgeleitete Klasse,f,
abgeschrägtes Dodekaeder,n,
abgeschrägtes Hexaeder,n,
abrahamitische Religion,f,abrahamitischen Religionen
absolute Dichtung,f,
absolute Mehrheit,f,
absolute Musik,f,
absolute Poesie,f,
absolute Temperatur,f,
absoluter Ablativ,m,
absoluter Komparativ,m,
absoluter Krieg,m,
absoluter Nominativ,m,
absoluter Nullpunkt,m,
absoluter Superlativ,m,
absolutes Gehör,n,
absolutes Tempus,n,
abstrakte Dichtung,f,
absurdes Theater,n,
adjektivisches Satzglied,n,
adonischer Vers,m,
adverbiale Bestimmung,f,
adverbiales Satzglied,n,
afrikanische Sprache,f,
afroasiatische Sprache,f,
agglutinierende Sprache,f,
ais-Moll,n,
akademisches Viertel,n,
aktiver Wortschatz,m,
algebraische Notation,f,
algische Sprache,f,
allgemeine Relativitätstheorie,f,
altaische Sprache,f,
altanatolische Sprache,f,
alte Schachtel,f,
alter Fahrensmann,m,
alter Hase,m,
amerikanischer Traum,m,
analytische Sprache,f,
analytischer Sprachbau,m,
anatolische Sprache,f,
archimedischer Körper,m,
argentinischer Peso,,
arglistige Täuschung,f,
as-Moll,n,
as-Moll-Tonleiter,f,as-Moll-Tonleitern
auditive Agnosie,f,
ausgestorbene Sprache,f,
austroasiatische Sprache,f,
austronesische Sprache,f,
autogenes Training,n,
b,n,
b-Moll,n,
baltische Sprache,f,
befreundete Zahlen,f,
besitzanzeigendes Fürwort,n,
bezügliches Fürwort,n,
binominale Nomenklatur,f,
binomische Formel,f,
binäre Nomenklatur,f,
blaue Stunde,f,
blindes Vertrauen,n,
blühender Unsinn,m,
botanischer Garten,m,
c,n,
c-Moll,n,
ch-Laut,m,ch-Laute
chemische Verbindung,f,
chemisches Element,n,
chilenischer Peso,,
cis-13-Docosensäure,f,
cis-9-Octadecensäure,f,
cis-Butendisäure,f,
cis-Ethylendicarbonsäure,f,
cis-Moll,n,
coup de foudre,m,coups de foudre
d,n,
d-Moll,n,
dass-Satz,m,dass-Sätze
defektives Verb,n,
deutscher Stuhl,m,
diakritisches Zeichen,n,
diamantene Hochzeit,f,
die oberen Zehntausend,,
direkte Frage,f,
direkte Rede,f,
direkter Sprechakt,m,
direktes Objekt,n,
dis-Moll,n,
discordato,,
diskontinuierliches Morphem,n,
distinktives Merkmal,n,
doctor designatus,,
dominikanischer Peso,,
doppelt verkettete Liste,f,
doppelte Negation,f,
doppelte Verneinung,f,
dpa-Gespräch,n,dpa-Gespräche
dpa-Information,f,dpa-Informationen
dpa-Meldung,f,dpa-Meldungen
dravidische Sprache,f,
dummer August,m,
dunkle Materie,f,
durchsichtiges Wort,n,
d’Hondt’sches System,n,
d’hondtsches System,n,
e,,
e-Laut,m,e-Laute
e-Moll,n,
eBay,n,
ec-Karte,f,ec-Karten
echt reflexives Verb,n,
ehemalige jugoslawische Republik Mazedonien,f,
eidesstattliche Erklärung,f,
eidesstattliche Versicherung,f,
einfacher Satz,m,
eingefrorener Konflikt,m,
eingeleiteter Nebensatz,m,
einstweilige Verfügung,f,
eiserne Hochzeit,f,
eiserne Jungfrau,f,
eiserne Lunge,f,
eiserne Nille,f,
elaborierter Code,m,
elektromagnetische Strahlung,f,
endozentrisches Kompositum,n,
enge Apposition,f,
enterohämorrhagische Escherichia coli,f,
entfernter Freibauer,,
ersticktes Matt,,
es-Moll,n,
eskimo-aleutische Sprache,f,
ethnische Säuberung,f,
etymologisches Spektrum,n,
etymologisches Wörterbuch,n,
eulersche Zahl,f,
ewiges Schach,n,
exozentrisches Kompositum,n,
explizite Ableitung,f,
explizite Derivation,f,
extensionale Definition,f,
f,n,
f-Moll,n,
fahrende Leute,f,
fahrender Musikant,m,
fahrender Sänger,m,
fahrendes Volk,n,
falscher Anfänger,m,
falscher Freund,m,
falscher Hase,m,
fes,n,fes
feste Wendung,f,
fettarme Milch,,
feuchter Traum,m,
fidecomis,,
figurine Notation,,
finite Verbform,f,
finites Verb,n,
finno-ugrische Sprache,f,
fis-Moll,n,
flektierende Sprache,f,
formale Sprache,f,
formikonisches Wort,n,
französisches Fenster,n,
frei variierendes Allomorph,n,
frei variierendes Allophon,n,
freie Variante,f,
freier Dativ,m,
freies Morphem,n,
freies grammatisches Morphem,n,
freies lexikalisches Morphem,n,
freiwillige Ausreise,f,
frommer Wunsch,m,
funktionale Belastung,f,
funktionale Satzperspektive,f,
funktionelle Belastung,f,
fusionierende Sprache,f,
g,n,
g-Moll,n,
ganze Zahl,f,
gebundenes Lexem,n,
gebundenes Morphem,n,
gebundenes grammatisches Morphem,n,
gebundenes lexikalisches Morphem,n,
gedeckter Freibauer,,
geflügeltes Wort,n,
gefühlte Temperatur,f,
geistiges Eigentum,n,
gelbe Rübe,f,
gemischte Deklination,f,
generative Grammatik,f,
generative Transformationsgrammatik,f,
geographischer Nordpol,m,
geordnetes Paar,n,
geplante Obsoleszenz,f,
germanische Sprache,f,
gerollter Laut,m,
gescheiterter Staat,m,
geschlossene Silbe,f,
geschlossener Vokal,m,
geschriebene Sprache,f,
gesprochene Sprache,f,
gis-Moll,n,
gleichfarbige Läufer,m,
goldene Hochzeit,f,
grammatische Funktion,f,
grammatische Kategorie,f,
grammatisches Geschlecht,n,
grammatisches Morphem,n,
grammatisches Wort,n,
graphematisches Wort,n,
graphisches Wort,n,
gregorianischer Choral,m,
gregorianischer Gesang,m,
gregorianischer Kalender,m,
griechisches Alphabet,n,
grobianische Dichtung,f,
große Rochade,f,
großer Bahnhof,m,
grüne Hochzeit,f,
guter Wille,m,
h,n,
h-Moll,n,
hapax legomenon,,
harter Gaumen,m,
harter Hund,m,
hebräische Steigerung,f,
hinterer Gaumen,m,
hinweisendes Fürwort,n,
historisches Präsens,n,
hohes Tier,n,
humanistisches Gymnasium,n,
humanitäre Hilfe,f,
hybride Bildung,f,
hypothetischer Imperativ,m,
hämolytisch-urämisches Syndrom,n,
höhere Gewalt,f,
höhere Macht,f,
höherer Blödsinn,m,
i,n,i
i-Dötzchen,n,i-Dötzchen
i-Propanol,n,
i-Punkt,m,i-Punkte
i-Tüpfelchen,n,i-Tüpfelchen
iPhone,n,iPhones
iPod,m,iPods
idealer Sprecher-Hörer,m,
ikonisches Zeichen,n,
illokutionärer Akt,m,
illokutiver Akt,m,
implizite Ableitung,f,
implizite Derivation,f,
indexikalisches Zeichen,n,
indirekte Frage,f,
indirekte Rede,f,
indirekter Sprechakt,m,
indirektes Objekt,n,
indoarische Sprache,f,indoarischen Sprachen
indoeuropäische Sprache,f,
indogermanische Sprache,f,
indoiranische Sprache,f,
infinite Verbform,f,
inhaltbezogene Grammatik,f,
intensionale Definition,f,
intern Vertriebener,m,
intransitives Verb,n,
iranische Sprache,f,
irrationale Zahl,f,
isiNdebele,,
isiXhosa,,
isiZulu,,
isolierende Sprache,f,
isolierte Sprache,f,
j,n,j
juristische Person,f,
k,n,k
kalter Entzug,m,
kategorischer Imperativ,m,
katholische Liga,f,
kaukasische Sprache,f,
keltische Sprache,f,
klassisches Arabisch,n,
klassisches Hocharabisch,n,
kleine Rochade,f,
kleiner Finger,m,
kleines Finale,n,
kognitive Dissonanz,f,
kolumbianischer Peso,,
kommunikative Kompetenz,f,
komplementäre Distribution,f,
konspirative Wohnung,f,
konstitutionelle Monarchie,f,
konstitutive Regel,f,
kontrastive Linguistik,f,
kubanischer Peso,,
kurdische Sprache,f,
kuschitische Sprache,f,
l,n,l
laufender Meter,m,
lautmalerisches Wort,n,
lebende Sprache,f,
lebender Briefkasten,m,
lebendes Fossil,n,
leeres Wort,n,
lexikalische Bedeutung,f,
lexikalische Solidarität,f,
lexikalisches Feld,n,
lexikalisches Morphem,n,
lexikalisches Wort,n,
lichtes Maß,n,
linguistischer Determinismus,m,
linguistisches Relativitätsprinzip,n,
lockere Apposition,f,
lokutionärer Akt,m,
lokutiver Akt,m,
luzider Traum,m,
m,,
makkaronische Dichtung,f,
malayo-polynesische Sprache,f,
marokkanischer Dirham,,
marxistische Imperialismustheorie,f,
marxistische Wirtschaftstheorie,f,
maschinelle Übersetzung,f,
mays,,
menschlicher Schutzschild,m,
mexikanischer Peso,,
mikronesische Sprache,f,
mittelbare Konstituente,f,
modernes Hocharabisch,n,
mongolische Sprache,f,
morphologisch determiniertes Allomorph,n,
morphologische Analyse,f,
morphologische Kategorie,f,
morphologisches Merkmal,n,
morphologisches Wort,n,
motiviertes Wort,n,
multisegmentales Kurzwort,n,
mögliches Wort,n,
n,n,n
n-Amylalkohol,m,
n-Butylcarbinol,n,
n-Eck,n,n-Ecke
n-Gramm,n,n-Gramme
nasse Sache,f,
national befreite Zone,f,
native Speaker,,
native speaker,m,native speakers
natürliche Auslese,f,
natürliche Morphologie,f,
natürliche Person,f,
natürliche Phonologie,f,
natürliche Selektion,f,
natürliche Sprache,f,
natürliche Zahl,f,
neoklassisches Formativ,n,
neues Bundesland,n,
neues Jahr,n,
nilosaharanische Sprache,f,
nomen nominandum,,
nominales Satzglied,n,
nonverbale Kommunikation,f,
nordgermanische Sprache,f,
nordische Kombination,f,
notleidende Bank,f,
nördliche Breite,f,
o,n,O
o-Laut,m,o-Laute
objektorientierte Programmierung,f,
obliquer Kasus,m,
offene Silbe,f,
offener Brief,m,
ohmsches Gesetz,n,
olf,n,olf
onomasiologisches Wörterbuch,n,
operationale Definition,f,
operationale Satzgliedanalyse,f,
operationales Verfahren,n,
ortho-Hydroxybenzoesäure,f,
orthographisches Wort,n,
ostgermanische Sprache,f,
ostkuschitische Sprache,f,
p,n,ps
pH-Wert,m,pH-Werte
partielles Kurzwort,n,
passiver Wortschatz,m,
performatives Verb,n,
periaquäduktales Grau,n,
periphrastische Konjugation,f,
periphrastische Konstruktion,f,
perlokutionärer Akt,m,
perlokutiver Akt,m,
persönliches Fürwort,n,
phatische Kommunikation,f,
phatischer Akt,m,
phonetisch determiniertes Allomorph,n,
phonetische Transkription,f,
phonetische Umschrift,f,
phonetischer Akt,m,
phonetisches Wort,n,
phonologische Transkription,f,
phonologisches Wort,n,
phonologisches Wörterbuch,n,
platonische Liebe,f,
platonischer Körper,m,
platonisches Jahr,n,
plurizentrische Sprache,f,
polynesische Sprache,f,
possessiver Dativ,m,
potenzielles Wort,n,
proportionale Analogie,f,
propositionaler Akt,m,
prosodisches Merkmal,n,
protestantische Union,f,
präpositionales Objekt,n,
präpositionales Rektionskompositum,n,
präpositionales Satzglied,n,
präskriptive Grammatik,f,
psychische Epidemie,f,
q,n,q
r,n,r
rationale Zahl,f,
rechtweisend Nord,,
rechtweisender Kurs,,
reelle Zahl,f,
reflexives Verb,n,
reformierte Kirche,f,
regelmäßiges Verb,n,
regulative Regel,f,
relevantes Merkmal,n,
restringierter Code,m,
restringierter Kode,m,
reziprokes Pronomen,n,
reziprokes Verb,n,
rhetischer Akt,m,
rhetorische Frage,f,
rheumatoide Arthritis,f,
romanische Sprache,f,
rote Laterne,f,
rote Linie,f,
russisches Roulette,n,
römisch-katholische Kirche,f,
rückbezügliches Fürwort,n,
rückbezügliches Pronomen,n,
rückbezügliches Verb,n,
rückbezügliches Zeitwort,n,
rückläufiges Wörterbuch,n,
s,,
s-Laut,m,s-Laute
salpetrige Säure,f,
salvatorische Klausel,f,
satzgliedwertige Infinitivkonstruktion,f,
satzgliedwertige Partizipialkonstruktion,f,
satzwertige Infinitivkonstruktion,f,
satzwertige Infinitivphrase,f,
satzwertige Partizipialkonstruktion,f,
satzwertiger Infinitiv,m,
satzwertiges Partizip,n,
saurer Regen,m,
scheele Seite,f,
schmutziges Wort,n,
schwache Deklination,f,
schwaches Verb,n,
schwarzes Brett,n,
schwarzes Loch,n,
schwarzfeldriger Läufer,m,
schwedische Gardinen,n,
schweflige Säure,f,
semantische Relation,f,
semantische Rolle,f,
semantische Umwertung,f,
semantischer Wert,m,
semantisches Differential,n,
semantisches Differenzial,n,
semantisches Merkmal,n,
semantisches Wort,n,
semasiologisches Wörterbuch,n,
semitische Sprache,f,
siSwati,,
siamesischer Zwilling,m,
silberne Hochzeit,f,
simuliertes Ertrinken,n,
simuliertes Ertränken,n,
sino-tibetische Sprache,f,
skandinavische Sprache,f,
slawische Sprache,f,
soziales Netzwerk,n,
sozialverträgliches Frühableben,n,
spezielle Relativitätstheorie,f,
spezifisches Epitheton,n,
sprachliche Synergetik,f,
sprachlicher Determinismus,m,
sprachliches Relativitätsprinzip,n,
spät Gebärende,f,
stade Zeit,f,
starke Deklination,f,
starkes Verb,n,
stehendes Heer,n,
stille Reserve,f,
subjektives Recht,n,
subjektives öffentliches Recht,n,
suprasegmentales Merkmal,n,
synergetische Linguistik,f,
syntagmatische Beziehung,f,
syntaktische Beziehung,f,
syntaktische Funktion,f,
syntaktische Kategorie,f,
syntaktische Relation,f,
syntaktische Umsetzung,f,
syntaktisches Wort,n,
synthetische Sprache,f,
synthetischer Sprachbau,m,
südkaukasische Sprache,f,
südliche Breite,f,
t,n,t
t-Butanol,n,
thematische Entfaltung,f,
thematische Progression,f,
therapeutischer Clown,m,
tibetobirmanische Sprache,f,
totaler Krieg,m,
tote Sprache,f,
tote Stellung,,
toter Briefkasten,m,
toter Code,m,
toter Kode,m,
toter Winkel,m,
traditionelle Grammatik,f,
trans-3-Phenylpropensäure,f,
trans-Butendisäure,f,
trans-Ethylendicarbonsäure,f,
transitives Verb,n,
transphrastische Analyse,f,
trennbares Verb,n,
u,n,u
u-Laut,m,u-Laute
unbestimmter Artikel,m,
uneingeleiteter Nebensatz,m,
ungeschriebenes Gesetz,n,
ungleichfarbige Läufer,m,
unikales Morphem,n,
unisegmentales Kurzwort,n,
unmittelbare Konstituente,f,
unmotiviertes Wort,n,
unpersönlicher Ausdruck,m,
unpersönliches Verb,n,
unregelmäßiges Verb,n,
unsichtbare Hand,f,
untergeordnete Klasse,f,
unterspannter Träger,m,
uralische Sprache,f,
uruguayischer Peso,,
uto-aztekische Sprache,f,
v,,
verbales Satzglied,n,
verbogene Nille,f,
verdeutlichende Zusammensetzung,f,
verdeutlichendes Kompositum,n,
verlängerte Nille,f,
vermögensbildende Leistung,f,
vermögenswirksame Leistung,f,
visuelle Agnosie,f,
vorderer Gaumen,m,
w,,
weicher Gaumen,m,
weite Apposition,f,
weiterführender Nebensatz,m,
weiße Folter,f,
weiße Nacht,f,
weißer Rauch,m,
weißfeldriger Läufer,m,
westgermanische Sprache,f,
westslawische Sprache,f,
wörtliche Rede,f,
x,n,x
x-Achse,f,x-Achsen
x-Faches,n,
y,,
y-Achse,f,y-Achsen
z,,
zoologischer Garten,m,
À-la-carte-Restaurant,n,À-la-carte-Restaurants
Äbi,,
Äbtissin,f,Äbtissinnen
Ächtung,f,Ächtungen
Ächzen,n,
Äderchen,n,Äderchen
Ädikula,f,Ädikulä
Ädil,,Ädilen
Ädilität,f,
Äffchen,n,Äffchen
Ägadische Inseln,,
Ägeus,,
Ägide,f,
Äginetenlächeln,n,
Ägypten,,
Ägypten,,
Ägyptenreise,f,Ägyptenreisen
Ägypter,m,Ägypter
Ägypterin,f,Ägypterinnen
Ägyptisch,,
Ägyptisch-Arabisch,,
Ägyptologe,m,Ägyptologen
Ägyptologie,f,
Ägyptologin,f,Ägyptologinnen
Ägäis,f,
Ägäisches Meer,n,
Ägäisküste,f,Ägäisküsten
Ähnlichkeit,f,Ähnlichkeiten
Ähre,f,Ähren
Ährenfeld,n,Ährenfelder
Ährenlilie,f,Ährenlilien
Ährenmonat,m,Ährenmonate
Älchen,n,Älchen
Älpler,m,Älpler
Älte,f,
Ältestenrat,m,Ältestenräte
Änderung,f,Änderungen
Änderungsanforderung,f,Änderungsanforderungen
Änderungsschneiderei,f,Änderungsschneidereien
Änderungswunsch,m,Änderungswünsche
Äneas,,
Änigma,n,
Äolien,,
Äolisch,,
Äolsharfe,f,Äolsharfen
Äolus,,
Äon,m,Äonen
Äpfelchen,n,Äpfelchen
Äpfelsäure,f, —
Äquator,m,Äquatoren
Äquatordurchmesser,m,Äquatordurchmesser
Äquatorialguinea,,
Äquatorialguineer,m,Äquatorialguineer
Äquatorialguineerin,f,Äquatorialguineerinnen
Äquatornähe,f,
Äquer,m,Äquer
Äquidistanz,f,Äquidistanzen
Äquilibrist,m,Äquilibristen
Äquilibristin,f,Äquilibristinnen
Äquilibrium,n,
Äquinoktialzeit,f,
Äquinoktium,n,Äquinoktien
Äquipotentialfläche,f,Äquipotentialflächen
Äquivalent,n,Äquivalente
Äquivalenz,f,Äquivalenzen
Äquivalenz von Masse und Energie,f,
Äquivalenzklasse,f,Äquivalenzklassen
Äquivalenzrelation,f,Äquivalenzrelationen
Äquivokation,f,Äquivokationen
Äquivozität,f,
Ära,f,Ären
Ärar,n,Ärare
Ärger,m,
Ärgernis,n,Ärgernisse
Ärmchen,n,Ärmchen
Ärmel,m,Ärmel
Ärmelhalter,m,Ärmelhalter
Ärmelkanal,m,
Ärmellänge,f,Ärmellängen
Ärztehaus,n,Ärztehäuser
Ärztekammer,f,Ärztekammern
Ärztemangel,m,
Ärzteschaft,f,Ärzteschaften
Ärzteschwemme,f,Ärzteschwemmen
Ärzteteam,n,Ärzteteams
Ärztin,f,Ärztinnen
Äsche,f,Äschen
Äscherich,m,
Äser,m,Äser
Äskulap,,
Äskulapnatter,f,Äskulapnattern
Äskulapstab,m,Äskulapstäbe
Äsop,m,
Ästhesie,f,Ästhesien
Ästhesiologie,f,
Ästhet,m,Ästheten
Ästhetik,f,Ästhetiken
Ästiger Stachelbart,m,
Ästuar,n,Ästuare
Äthan,n,
Äthanal,n,
Äthanol,n,
Äthansäure,f,
Äthen,n,
Äther,m,Äther
Äthin,n,
Äthiopien,,
Äthiopier,m,Äthiopier
Äthiopierin,f,Äthiopierinnen
Äthiopistik,f,
Äthoxose,f,Äthoxosen
Äthylalkohol,m,
Äthylen,n,
Ätiologie,f,Ätiologien
Ätna,m,
Äufnung,f,Äufnungen
Äußere Hebriden,f,
Äußere Mongolei,f,
Äußerlichkeit,f,Äußerlichkeiten
Äußerung,f,Äußerungen
Äußerungsakt,m,Äußerungsakte
Åland,,
Ålandsee,f,
Ålborg,,
Åländer,m,Åländer
Ångström,n,Ångström
Århus,,
Ås,,Åsar
Ærø,,
Élysée-Palast,m,
Équipe Tricolore,f,
Étalonsprache,f,Étalonsprachen
Île-de-France,f,
ÖAMTC,m,
ÖFB-Cup,m,
Ödem,n,Ödeme
Ödipuskomplex,m,
Ödland,n,
Ödnis,f,Ödnisse
Öffentliches Recht,n,
Öffentlichkeit,f,Öffentlichkeiten
Öffner,m,Öffner
Öffnung,f,Öffnungen
Öffnungszeit,f,Öffnungszeiten
Öhi,m,Öhis
Öhmd,n,
Öhr,n,Öhre
Öhrchen,n,Öhrchen
Öhringen,,
Öhrn,m,Öhrne
Öko,m,Ökos
Ökoenergie,f,Ökoenergien
Ökologe,m,Ökologen
Ökologie,f,
Ökonom,m,Ökonomen
Ökonometrie,f,
Ökonomie,f,Ökonomien
Ökonomieprofessor,m,Ökonomieprofessoren
Ökonomieprofessorin,f,Ökonomieprofessorinnen
Ökonomiestudium,n,Ökonomiestudien
Ökonomin,f,Ökonominnen
Ökonomisches Prinzip,n,
Ökonym,n,Ökonyme
Ökopunkt,m,Ökopunkte
Ökosozialprodukt,n,Ökosozialprodukte
Ökostrom,m,
Ökosystem,n,Ökosysteme
Ökotrophologie,f,
Ökowein,m,Ökoweine
Ökumene,f,Ökumenen
Öl,n,Öle
Ölbaum,m,Ölbäume
Ölbaumgewächs,n,Ölbaumgewächse
Ölbedarf,m,Ölbedarfe
Ölbindemittel,n,Ölbindemittel
Ölbrenner,m,Ölbrenner
Öldruckkontrolllampe,f,Öldruckkontrolllampen
Ölembargo,n,Ölembargos
Ölexport,m,Ölexporte
Ölfarbe,f,Ölfarben
Ölfass,n,Ölfässer
Ölfilm,m,Ölfilme
Ölfilter,,Ölfilter
Ölflasche,f,Ölflaschen
Ölförderland,n,Ölförderländer
Ölförderung,f,Ölförderungen
Ölgehalt,m,Ölgehalte
Ölgemälde,n,Ölgemälde
Ölgeruch,m,Ölgerüche
Ölgeschäft,n,Ölgeschäfte
Ölhafen,m,Ölhäfen
Ölheizung,f,Ölheizungen
Ölimport,m,Ölimporte
Ölindustrie,f,Ölindustrien
Ölkanister,m,Ölkanister
Ölkanne,f,Ölkannen
Ölkonzern,m,Ölkonzerne
Ölkrise,f,Ölkrisen
Öllampe,f,Öllampen
Ölleitung,f,Ölleitungen
Ölmenge,f,Ölmengen
Ölmessstab,m,Ölmessstäbe
Ölminister,m,Ölminister
Ölministerium,n,Ölministerien
Ölmulti,m,Ölmultis
Ölmühle,f,Ölmühlen
Ölmüller,m,Ölmüller
Ölpapier,n,Ölpapiere
Ölpflanze,f,Ölpflanzen
Ölpipeline,f,Ölpipelines
Ölpreis,m,Ölpreise
Ölpumpe,f,Ölpumpen
Ölquelle,f,Ölquellen
Ölreserve,f,Ölreserven
Ölsand,m,
Ölsardine,f,Ölsardinen
Ölschicht,f,Ölschichten
Ölschlauch,m,Ölschläuche
Ölsorte,f,Ölsorten
Ölspur,f,Ölspuren
Ölsäure,f,
Öltank,m,
Öltanker,m,Öltanker
Ölteppich,m,Ölteppiche
Ölverkauf,m,Ölverkäufe
Ölvorkommen,n,Ölvorkommen
Ölwanne,f,Ölwannen
Ölzeug,n,
Önanthaldehyd,m,
Önanthsäure,f,Önanthsäuren
Önografie,f,Önografien
Önographie,f,Önographien
Önologe,m,Önologen
Önologie,f,
Önologin,f,Önologinnen
Önomanie,f,
Önomantie,f,
Önometer,n,Önometer
Önophilie,f,
Önotannin,n,Önotannine
Önothek,f,Önotheken
Öre,,Öre
Örtchen,n,Örtchen
Örtlichkeit,f,Örtlichkeiten
Ösch,n,
Öschgang,m,Öschgänge
Öse,f,Ösen
Ösel,,
Ösfass,n,Ösfässer
Ösi,m,Ösis
Ösophagitis,f,Ösophagitiden
Ösophagus,m,Ösophagi
Österreich,,
Österreich-Ungarn,,
Österreicher,m,Österreicher
Österreicher,,
Österreicherin,f,Österreicherinnen
Östringen,,
Ötz,f,Ötzen
Ötzi,m,
Öömrang,n,
Ü-30-Party,f,Ü-30-Partys
Ü-Ei,n,Ü-Eier
Ü-Wagen,m,Ü-Wagen
Ü30-Party,f,Ü30-Partys
Übel,n,Übel
Übelkeit,f,
Übelkrähe,f,Übelkrähen
Übeltat,f,Übeltaten
Übeltäter,m,Übeltäter
Übeltäterin,f,Übeltäterinnen
Überangebot,n,Überangebote
Überarbeitung,f,Überarbeitungen
Überbauung,f,Überbauungen
Überbelieferung,f,Überbelieferungen
Überbevölkerung,f,Überbevölkerungen
Überbleibsel,n,Überbleibsel
Überblick,m,Überblicke
Überdecke,f,Überdecken
Überdeckung,f,Überdeckungen
Überdosis,f,Überdosen
Überdruck,m,Überdrücke
Überdrucklüftung,f,Überdrucklüftungen
Überdruckventil,n,Überdruckventile
Überdruss,m,
Übereifer,m,
Übereinkunft,f,Übereinkünfte
Übereinstimmung,f,Übereinstimmungen
Überfahrt,f,Überfahrten
Überfall,m,Überfälle
Überfischung,f,Überfischungen
Überflieger,m,Überflieger
Überfluss,m,
Überflügelung,f,Überflügelungen
Überforderung,f,Überforderungen
Überfremdung,f,
Überführung,f,Überführungen
Überführungsetappe,f,Überführungsetappen
Übergabe,f,Übergaben
Übergang,m,Übergänge
Übergangsbestimmung,f,Übergangsbestimmungen
Übergangsjiddisch,,
Übergangsmantel,m,Übergangsmäntel
Übergangsmetall,n,Übergangsmetalle
Übergangspräsident,m,Übergangspräsidenten
Übergangsregierung,f,Übergangsregierungen
Übergangszone,f,Übergangszonen
Übergeneralisierung,f,Übergeneralisierungen
Übergewicht,n,Übergewichte
Übergriff,m,Übergriffe
Überhang,m,Überhänge
Überhangkraft,f,Überhangkräfte
Überhangmandat,n,Überhangmandate
Überhangpersonal,n,–
Überhangsrecht,n,Überhangsrechte
Überhangstreifen,m,Überhangstreifen
Überheblichkeit,f,Überheblichkeiten
Überholmanöver,n,Überholmanöver
Überholverbot,n,Überholverbote
Überhorizontradar,n,Überhorizontradare
Überhöhung,f,Überhöhungen
Überinterpretation,f,Überinterpretationen
Überkapazität,f,Überkapazitäten
Überkompensation,f,Überkompensationen
Überlagerung,f,Überlagerungen
Überlandbus,m,Überlandbusse
Überlast,f,Überlasten
Überlastung,f,Überlastungen
Überlebende,f,
Überlebender,m,
Überlebenskampf,m,Überlebenskämpfe
Überlebensstrategie,f,Überlebensstrategien
Überlebenstechnik,f,Überlebenstechniken
Überlebenswille,m,
Überlegenheit,f,Überlegenheiten
Überlegung,f,Überlegungen
Überleitung,f,Überleitungen
Überlichtgeschwindigkeit,f,Überlichtgeschwindigkeiten
Überlieferung,f,Überlieferungen	
Überlingen,,
Überläufer,m,Überläufer
Überläuferin,f,Überläuferinnen
Übermacht,f,Übermächte
Übermannschaft,f,Übermannschaften
Übermaß,n,
Übermensch,m,Übermenschen
Übermittlung,f,Übermittlungen
Übermut,m,
Übernachtung,f,Übernachtungen
Übernachtungsmöglichkeit,f,Übernachtungsmöglichkeiten
Übernahme,f,Übernahmen
Übernahmegerücht,n,Übernahmegerüchte
Übernahmeversuch,m,Übernahmeversuche
Übername,m,Übernamen
Überparteilichkeit,f,
Überprüfung,f,Überprüfungen
Überquerung,f,Überquerungen
Überquerungshilfe,f,Überquerungshilfen
Überraschung,f,Überraschungen
Überraschungsangriff,m,Überraschungsangriffe
Überraschungscoup,m,Überraschungscoups
Überraschungseffekt,m,Überraschungseffekte
Überraschungsei,n,Überraschungseier
Überraschungsgast,m,Überraschungsgäste
Überraschungskandidat,m,Überraschungskandidaten
Überraschungsmoment,n,Überraschungsmomente
Überraschungssieg,m,Überraschungssiege
Überraschungssieger,m,Überraschungssieger
Überraschungssiegerin,f,Überraschungssiegerinnen
Überraschungsweltmeister,m,Überraschungsweltmeister
Überredungskunst,f,Überredungskünste
Überrest,m,Überreste
Überrollbügel,m,Überrollbügel
Überrumpelung,f,Überrumpelungen
Überschall,m,
Überschallflug,m,Überschallflüge
Überschallflugzeug,n,Überschallflugzeuge
Überschallgeschwindigkeit,f,Überschallgeschwindigkeiten
Überschlag,m,Überschläge
Überschreitung,f,Überschreitungen
Überschrift,f,Überschriften
Überschuldungsampel,f,
Überschuss,m,Überschüsse
Überschwang,m,Überschwänge
Überschwemmung,f,Überschwemmungen
Überschwemmungsgefahr,f,Überschwemmungsgefahren
Übersee,,
Überseekolonie,f,Überseekolonien
Übersetzer,m,Übersetzer
Übersetzerin,f,Übersetzerinnen
Übersetzung,f,Übersetzungen
Übersetzungsbüro,n,Übersetzungsbüros
Übersetzungsfehler,m,Übersetzungsfehler
Übersicht,f,Übersichten
Übersichtlichkeit,f,
Übersichtskarte,f,Übersichtskarten
Übersiedler,m,Übersiedler
Übersiedlerin,f,Übersiedlerinnen
Übersiedlung,f,Übersiedlungen
Überspannung,f,Überspannungen
Überspannungsschutz,m,
Überspielung,f,Überspielungen
