lemma,genus,nominativ plural
Zivilehe,f,Zivilehen
Zivilflugzeug,n,Zivilflugzeuge
Zivilingenieur,m,Zivilingenieure
Zivilisation,f,Zivilisationen
Zivilisationsbruch,m,Zivilisationsbrüche
Zivilisationsflüchtling,m,Zivilisationsflüchtlinge
Zivilisierung,f,Zivilisierungen
Zivilist,m,Zivilisten
Zivilität,f,Zivilitäten
Zivilklage,f,Zivilklagen
Zivilprozess,m,Zivilprozesse
Zivilrecht,n,
Zivilrichter,m,Zivilrichter
Zivilschutz,m,
Zivilversager,m,Zivilversager
Ziziphus,m,Ziziphusse
Zloty,m, Zlotys
Zmittag,,Zmittags
Zobel,m,Zobel
Zobelfell,n,Zobelfelle
Zocker,m,Zocker
Zockerin,f,Zockerinnen
Zodiak,m,
Zofe,f,Zofen
Zoff,m,
Zoll,m,Zölle
Zoll,,Zoll
Zoll,,
Zollamt,n,Zollämter
Zollamtmann,m,
Zollbeamter,m,
Zollbeamtin,f,Zollbeamtinnen
Zollhaus,n,Zollhäuser
Zollhäuschen,n,Zollhäuschen
Zollkontrolle,f,Zollkontrollen
Zollplombe,f,Zollplomben
Zollrevision,f,Zollrevisionen
Zollschranke,f,Zollschranken
Zollstation,f,Zollstationen
Zollstelle,f,Zollstellen
Zollstock,m,Zollstöcke
Zolltarif,m,Zolltarife
Zollverwaltung,f,Zollverwaltungen
Zollwache,f,Zollwachen
Zollwesen,n,
Zollwächter,m,Zollwächter
Zombie,m,Zombies
Zombie-Biene,f,Zombie-Bienen
Zombiefilm,m,Zombiefilme
Zone,f,Zonen
Zonengrenze,f,Zonengrenzen
Zonenlüftung,f,Zonenlüftungen
Zonenrandgebiet,n,Zonenrandgebiete
Zoo,m,Zoos
Zoochorie,f,
Zoodirektor,m,Zoodirektoren
Zoodirektorin,f,Zoodirektorinnen
Zoolatrie,f,Zoolatrien
Zoolith,,
Zoologe,m,Zoologen
Zoologie,f,
Zoologin,f,Zoologinnen
Zoom,,Zooms
Zoomobjektiv,n,Zoomobjektive
Zoonose,f,Zoonosen
Zoophobie,f,Zoophobien
Zootomie,f,
Zopf,m,Zöpfe
Zores,,Zores
Zorilla,m,Zorillas
Zorn,m,
Zorndorf,,
Zornesausbruch,m,Zornesausbrüche
Zoroastrier,m,Zoroastrier
Zoroastrismus,m,
Zosse,m,Zossen
Zossen,m,Zossen
Zossen,,
Zote,f,Zoten
Zoïlus,m,Zoïlusse
Zschopau,,
Zschopau,f,
Zschortau,,
Zschäpe,,
Zuave,m,Zuaven
Zubehör,,Zubehöre
Zuber,m,Zuber
Zubereitung,f,Zubereitungen
Zubringer,m,Zubringer
Zubringerstraße,f,Zubringerstraßen
Zubrot,n,Zubrote
Zubrötchen,n,Zubrötchen
Zucchini,f,
Zucht,f,Zuchten
Zuchtbuch,n,Zuchtbücher
Zuchtchampignon,m,Zuchtchampignons
Zuchthaus,n,Zuchthäuser
Zuchtlosigkeit,f,Zuchtlosigkeiten
Zuchtperle,f,Zuchtperlen
Zuchttier,n,Zuchttiere
Zuchtversuch,m,Zuchtversuche
Zucken,n,
Zucker,m,Zucker
Zucker-Birke,f,Zucker-Birken
Zuckerbirke,f,Zuckerbirken
Zuckerbäcker,m,Zuckerbäcker
Zuckerdose,f,Zuckerdosen
Zuckererzeugung,f,Zuckererzeugungen
Zuckerfabrik,f,Zuckerfabriken
Zuckerfest,n,Zuckerfeste
Zuckerguss,m,Zuckergüsse
Zuckerhut,m,Zuckerhüte
Zuckerhut,m,
Zuckermarke,f,Zuckermarken
Zuckermenge,f,Zuckermengen
Zuckerpass,m,Zuckerpässe
Zuckerraffinerie,f,Zuckerraffinerien
Zuckerrohr,n,Zuckerrohre
Zuckerrohrernter,m,Zuckerrohrernter
Zuckerrohrplantage,f,Zuckerrohrplantagen
Zuckerrübe,f,Zuckerrüben
Zuckerrübensirup,m,Zuckerrübensirupe
Zuckerschlüssel,m,Zuckerschlüssel
Zuckerstange,f,Zuckerstangen
Zuckersteuer,f,Zuckersteuern
Zuckerstreuer,m,Zuckerstreuer
Zuckerthermometer,n,Zuckerthermometer
Zuckerwatte,f,Zuckerwatten
Zuckerwerk,n,
Zuckerwürfel,m,Zuckerwürfel
Zuckerzufuhr,f,
Zueignung,f,Zueignungen
Zufahrt,f,Zufahrten
Zufahrtsweg,m,Zufahrtswege
Zufall,m,Zufälle
Zufall,,
Zufallsbegegnung,f,Zufallsbegegnungen
Zufallsbeobachtung,f,Zufallsbeobachtungen
Zufallsentdeckung,f,Zufallsentdeckungen
Zufallsentscheidung,f,Zufallsentscheidungen
Zufallsereignis,n,Zufallsereignisse
Zufallsexperiment,n,Zufallsexperimente
Zufallsfund,m,Zufallsfunde
Zufallsgenerator,m,Zufallsgeneratoren
Zufallsprodukt,n,Zufallsprodukte
Zufallsvariable,f,
Zufallsversuch,m,Zufallsversuche
Zuflucht,f,
Zufluchtnahme,f,Zufluchtnahmen
Zufluchtshafen,m,Zufluchtshäfen
Zufluchtshaus,n,Zufluchtshäuser
Zufluchtsland,n,Zufluchtsländer
Zufluchtsmöglichkeit,f,Zufluchtsmöglichkeiten
Zufluchtsort,m,Zufluchtsorte
Zufluchtsstelle,f,Zufluchtsstellen
Zufluchtsstätte,f,Zufluchtsstätten
Zufluchtswohnung,f,Zufluchtswohnungen
Zuflurstück,n,Zuflurstücke
Zufluss,m,Zuflüsse
Zufriedenheit,f,
Zufuhr,f,Zufuhren
Zug,m,Züge
Zug,,
Zugabe,f,Zugaben
Zugabteil,n,Zugabteile
Zugang,m,Zugänge
Zugangsdaten,,Zugangsdaten
Zugangsweg,m,Zugangswege
Zugausfall,m,Zugausfälle
Zugbeeinflussungssystem,n,Zugbeeinflussungssysteme
Zugbegleiter,m,Zugbegleiter
Zugbegleiterin,f,Zugbegleiterinnen
Zugbetrieb,m,Zugbetriebe
Zugbild,n,Zugbilder
Zugbrücke,f,Zugbrücken
Zugehfrau,f,Zugehfrauen
Zugehör,,Zugehöre
Zugehörigkeit,f,Zugehörigkeiten
Zugeständnis,n,Zugeständnisse
Zugewinngemeinschaft,f,
Zugfahren,n,
Zugfahrt,f,Zugfahrten
Zugfahrzeug,n,Zugfahrzeuge
Zugfenster,n,Zugfenster
Zugfolge,f,Zugfolgen
Zugfolgezeit,f,Zugfolgezeiten
Zugführer,m,Zugführer
Zuggarnitur,f,Zuggarnituren
Zuggast,m,Zuggäste
Zugluft,f,
Zugochse,m,Zugochsen
Zugpersonal,n,
Zugpferd,n,Zugpferde
Zugrichtung,f,Zugrichtungen
Zugriff,m,Zugriffe
Zugschlusssignal,n,Zugschlusssignale
Zugspitze,f,Zugspitzen
Zugspitze,f,
Zugspitzensignal,n,Zugspitzensignale
Zugsunglück,n,Zugsunglücke
Zugteilung,f,Zugteilungen
Zugtier,n,Zugtiere
Zugtoilette,f,Zugtoiletten
Zugtunnel,m,Zugtunnel
Zugtür,f,Zugtüren
Zugunglück,n,Zugunglücke
Zugverbindung,f,Zugverbindungen
Zugverkehr,m,Zugverkehre
Zugverspätung,f,Zugverspätungen
Zugversuch,m,Zugversuche
Zugvogel,m,Zugvögel
Zugzwang,m,
Zuhause,n,
Zuhilfenahme,f,
Zuhälter,m,Zuhälter
Zuhälterei,f,
Zuhälterin,f,Zuhälterinnen
Zuhäusl,n,Zuhäusln
Zuhörer,m,Zuhörer
Zuhörerin,f,Zuhörerinnen
Zukunft,f,Zukünfte
Zukunftsangst,f,Zukunftsängste
Zukunftsaussicht,f,Zukunftsaussichten
Zukunftsbild,n,Zukunftsbilder
Zukunftserwartung,f,Zukunftserwartungen
Zukunftsforschung,f,
Zukunftsmusik,f,
Zukunftsplan,m,Zukunftspläne
Zukunftssicherheit,f,
Zukunftsvision,f,Zukunftsvisionen
Zulassung,f,Zulassungen
Zulassungsbehörde,f,Zulassungsbehörden
Zulassungsbescheinigung,f,Zulassungsbescheinigungen
Zulassungsprüfung,f,Zulassungsprüfungen
Zulassungsverfahren,n,Zulassungsverfahren
Zulauf,m,Zuläufe
Zulieferer,m,Zulieferer
Zulieferin,f,Zulieferinnen
Zulp,m,Zulpe
Zulu,,
Zulu,m,
Zuluft,f,
Zuluftanlage,f,Zuluftanlagen
Zuluftaufbereitung,f,Zuluftaufbereitungen
Zuluftfilter,,Zuluftfilter
Zuluftgerät,n,Zuluftgeräte
Zuluftgitter,n,Zuluftgitter
Zuluftkammer,f,Zuluftkammern
Zuluftkanal,m,Zuluftkanäle
Zumba,n,
Zumkehr,,
Zumutung,f,Zumutungen
Zunahme,f,Zunahmen
Zuname,m,Zunamen
Zunder,m,Zunder
Zuneigung,f,Zuneigungen
Zunft,f,Zünfte
Zunge,f,Zungen
Zungen-R,n,Zungen-Rs
Zungenbelag,m,Zungenbeläge
Zungenbrecher,m,Zungenbrecher
Zungenkuss,m,Zungenküsse
Zungenreden,n,
Zungenschaber,m,Zungenschaber
Zungenspatel,,Zungenspatel
Zungenspitze,f,Zungenspitzen
Zungenspitzen-R,n,Zungenspitzen-Rs
Zungenspitzen-r,n,Zungenspitzen-rs
Zuni,n,
Zuordnung,f,Zuordnungen
Zupfinstrument,n,Zupfinstrumente
Zurechnungsfähigkeit,f,
Zurechtweisen,n,
Zurek,m,
Zurischaddai,,
Zurschaustellung,f,Zurschaustellungen
Zurückgezogenheit,f,Zurückgezogenheiten
Zurückhaltung,f,
Zurückweisung,f,Zurückweisungen
Zusage,f,Zusagen
Zusammenarbeit,f,
Zusammenbildung,f,Zusammenbildungen
Zusammenbruch,m,Zusammenbrüche
Zusammenfassung,f,Zusammenfassungen
Zusammengehörigkeit,f,
Zusammengehörigkeitsgefühl,n,Zusammengehörigkeitsgefühle
Zusammenhang,m,Zusammenhänge
Zusammenhanglosigkeit,f,
Zusammenkunft,f,Zusammenkünfte
Zusammenkunftsort,m,Zusammenkunftsorte
Zusammenleben,n,
Zusammenrottung,f,Zusammenrottungen
Zusammenrückung,f,Zusammenrückungen
Zusammenschau,f,Zusammenschauen
Zusammenschluss,m,Zusammenschlüsse
Zusammenschreibung,f,Zusammenschreibungen
Zusammensetzung,f,Zusammensetzungen
Zusammenspiel,n,
Zusammenstellung,f,Zusammenstellungen
Zusammenstoß,m,Zusammenstöße
Zusammenziehung,f,Zusammenziehungen
Zusatz,m,Zusätze
Zusatzantrag,m,Zusatzanträge
Zusatzartikel,m,Zusatzartikel
Zusatzausstattung,f,Zusatzausstattungen
Zusatzfrage,f,Zusatzfragen
Zusatzinformation,f,Zusatzinformationen
Zusatzplural,m,Zusatzplurale
Zusatzrente,f,Zusatzrenten
Zusatztank,m,
Zusatztarif,m,Zusatztarife
Zusatztermin,m,Zusatztermine
Zusatzversicherung,f,Zusatzversicherungen
Zusatzzahl,f,Zusatzzahlen
Zuschauer,m,Zuschauer
Zuschauerin,f,Zuschauerinnen
Zuschauerraum,m,Zuschauerräume
Zuschlag,m,Zuschläge
Zuschlagsmarke,f,Zuschlagsmarken
Zuschnitt,m,Zuschnitte
Zuschrift,f,Zuschriften
Zuschuss,m,Zuschüsse
Zuschussantrag,m,Zuschussanträge
Zuschütten,n,
Zuschüttung,f,Zuschüttungen
Zuseher,m,Zuseher
Zuseherin,f,Zuseherinnen
Zuseherschaft,f,Zuseherschaften
Zuspiel,n,Zuspiele
Zuspitzung,f,Zuspitzungen
Zustand,m,Zustände
Zustandsdiagramm,n,Zustandsdiagramme
Zustandspassiv,n,Zustandspassive
Zustandsreflexiv,n,Zustandsreflexive
Zustellbasis,f,Zustellbasen
Zusteller,m,Zusteller
Zustellerin,f,Zustellerinnen
Zustellung,f,Zustellungen
Zustiftung,f,Zustiftungen
Zustimmung,f,Zustimmungen
Zustimmungsquote,f,Zustimmungsquoten
Zustimmungswert,m,Zustimmungswerte
Zustupf,m,Zustupfe
Zuständiger,m,
Zuständigkeitsbereich,,Zuständigkeitsbereiche
Zutat,f,Zutaten
Zuteilung,f,Zuteilungen
Zutritt,m,
Zuträger,m,Zuträger
Zutun,n,
Zuverlässigkeit,f,
Zuversicht,f,Zuversichten
Zuwaage,f,Zuwaagen
Zuwachs,m,Zuwächse
Zuwachsrate,f,Zuwachsraten
Zuwanderer,m,Zuwanderer
Zuwanderin,f,Zuwanderinnen
Zuwanderung,f,Zuwanderungen
Zuwendung,f,Zuwendungen
Zuwenig,n,
Zuwiderhandlung,f,Zuwiderhandlungen
Zuzahlung,f,Zuzahlungen
Zuzug,m,Zuzüge
Zvieri,,Zvieris
Zwaantje,,
Zwane,,
Zwanette,,
Zwang,m,Zwänge
Zwangsabgabe,f,Zwangsabgaben
Zwangsal,n,Zwangsale
Zwangsanstalt,f,Zwangsanstalten
Zwangsarbeit,f,Zwangsarbeiten
Zwangsarbeiter,m,Zwangsarbeiter
Zwangsarbeiterin,f,Zwangsarbeiterinnen
Zwangsaussiedlung,f,Zwangsaussiedlungen
Zwangsdeportation,f,Zwangsdeportationen
Zwangserkrankung,f,Zwangserkrankungen
Zwangshaft,f,
Zwangsheirat,f,Zwangsheiraten
Zwangshypothek,f,Zwangshypotheken
Zwangsislamisierung,f,Zwangsislamisierungen
Zwangsjacke,f,Zwangsjacken
Zwangslage,f,Zwangslagen
Zwangslüftung,f,Zwangslüftungen
Zwangsmaßnahme,f,Zwangsmaßnahmen
Zwangsneurose,f,Zwangsneurosen
Zwangsoptimismus,m,
Zwangsprostituierte,f,
Zwangsprostitution,f,
Zwangsräumung,f,Zwangsräumungen
Zwangsumsiedlung,f,Zwangsumsiedlungen
Zwangsumtausch,m,
Zwangsverheiratung,f,Zwangsverheiratungen
Zwangsverstaatlichung,f,Zwangsverstaatlichungen
Zwangsversteigerung,f,Zwangsversteigerungen
Zwangsvollstreckung,f,Zwangsvollstreckungen
Zwangszuschlagsmarke,f,Zwangszuschlagsmarken
Zwanzig,f,
Zwanzig-Cent-Münze,f,Zwanzig-Cent-Münzen
Zwanzig-Cent-Stück,n,Zwanzig-Cent-Stücke
Zwanzig-Euro-Schein,m,Zwanzig-Euro-Scheine
Zwanzig-Franken-Note,f,Zwanzig-Franken-Noten
Zwanzig-Franken-Schein,m,Zwanzig-Franken-Scheine
Zwanzig-Mark-Schein,m,Zwanzig-Mark-Scheine
Zwanzigcentmünze,f,Zwanzigcentmünzen
Zwanzigcentstück,n,Zwanzigcentstücke
Zwanzigersystem,n,
Zwanzigeuroschein,m,Zwanzigeuroscheine
Zwanzigfrankennote,f,Zwanzigfrankennoten
Zwanzigfrankenschein,m,Zwanzigfrankenscheine
Zwanzigmarkschein,m,Zwanzigmarkscheine
Zwanzigtonner,m,Zwanzigtonner
Zweck,m,Zwecke
Zweckbau,m,Zweckbauten
Zwecke,f,Zwecken
Zwecklüge,f,Zwecklügen
Zweckpessimist,m,Zweckpessimisten
Zweckverband,m,Zweckverbände
Zwei,f,Zweien
Zwei-Cent-Münze,f,Zwei-Cent-Münzen
Zwei-Cent-Stück,n,Zwei-Cent-Stücke
Zwei-Euro-Münze,f,Zwei-Euro-Münzen
Zwei-Euro-Stück,n,Zwei-Euro-Stücke
Zwei-Mark-Schein,m,Zwei-Mark-Scheine
Zwei-Stopp-Strategie,f,Zwei-Stopp-Strategien
Zweiakter,m,Zweiakter
Zweibettzimmer,n,Zweibettzimmer
Zweibrücken,,
Zweibund,m,
Zweicentmünze,f,Zweicentmünzen
Zweicentstück,n,Zweicentstücke
Zweidimensionalität,f,
Zweidrittelmehrheit,f,Zweidrittelmehrheiten
Zweier,m,Zweier
Zweiergespräch,n,Zweiergespräche
Zweiergruppe,f,Zweiergruppen
Zweierlogarithmus,m,Zweierlogarithmen
Zweierreihe,f,Zweierreihen
Zweiersystem,n,
Zweieuromünze,f,Zweieuromünzen
Zweieurostück,n,Zweieurostücke
Zweifaltigkeit,f,
Zweifamilienhaus,n,Zweifamilienhäuser
Zweifel,m,Zweifel
Zweifelderball,m,
Zweifelei,f,Zweifeleien
Zweifelsfall,m,Zweifelsfälle
Zweifrontenkrieg,m,Zweifrontenkriege
Zweig,m,Zweige
Zweigelt,m,Zweigelts
Zweigeschlechtlichkeit,f,
Zweigespann,n,Zweigespanne
Zweiggeschäft,n,Zweiggeschäfte
Zweigstelle,f,Zweigstellen
Zweihundert-Euro-Schein,m,Zweihundert-Euro-Scheine
Zweihundert-Franken-Note,f,Zweihundert-Franken-Noten
Zweihundert-Franken-Schein,m,Zweihundert-Franken-Scheine
Zweihundert-Mark-Schein,m,Zweihundert-Mark-Scheine
Zweihunderteuroschein,m,Zweihunderteuroscheine
Zweihundertfrankennote,f,Zweihundertfrankennoten
Zweihundertfrankenschein,m,Zweihundertfrankenscheine
Zweihundertmarkschein,m,Zweihundertmarkscheine
Zweihänder,m,Zweihänder
Zweijahresplan,m,Zweijahrespläne
Zweijahresvertrag,m,Zweijahresverträge
Zweijährige,f,
Zweijähriger,m,
Zweikampf,m,Zweikämpfe
Zweikampfquote,f,Zweikampfquoten
Zweikampfverhalten,n,
Zweiliter-Diesel,m,Zweiliter-Diesel
Zweimarkschein,m,Zweimarkscheine
Zweinamigkeit,f,
Zweinaturenlehre,f,
Zweipfünder,m,Zweipfünder
Zweirad,n,Zweiräder
Zweiradfahrer,m,Zweiradfahrer
Zweiradfahrerin,f,Zweiradfahrerinnen
Zweireiher,m,Zweireiher
Zweisamkeit,f,Zweisamkeiten
Zweisilber,m,Zweisilber
Zweisilbigkeit,f,
Zweisitzer,m,Zweisitzer
Zweisporiger Egerling,m,
Zweisprachigkeit,f,
Zweistaatenlösung,f,
Zweistromland,n,
Zweiständerbau,m,Zweiständerbauten
Zweitakter,m,Zweitakter
Zweitaktmotor,m,Zweitaktmotoren
Zweitausfertigung,f,Zweitausfertigungen
Zweitberuf,m,Zweitberufe
Zweitbesitzer,m,Zweitbesitzer
Zweitdruck,m,Zweitdrucke
Zweite Zwischenzeit,f,
Zweiteiler,m,Zweiteiler
Zweiter,m,
Zweiter Weltkrieg,m,
Zweiterkrankung,f,Zweiterkrankungen
Zweites Gesicht,n,
Zweitfahrzeug,n,Zweitfahrzeuge
Zweitfrau,f,Zweitfrauen
Zweitfrisur,f,Zweitfrisuren
Zweitgerät,n,Zweitgeräte
Zweitimpfung,f,Zweitimpfungen
Zweitkindergeld,n,
Zweitklassigkeit,f,
Zweitklässer,m,Zweitklässer
Zweitklässler,m,Zweitklässler
Zweitklässlerin,f,Zweitklässlerinnen
Zweitkorrektor,m,Zweitkorrektoren
Zweitligist,m,Zweitligisten
Zweitonner,m,Zweitonner
Zweitplatzierter,m,
Zweitplatzierung,f,Zweitplatzierungen
Zweitschlag,m,Zweitschläge
Zweitschlagskapazität,f,Zweitschlagskapazitäten
Zweitschlüssel,m,Zweitschlüssel
Zweitschrift,f,Zweitschriften
Zweitsprache,f,Zweitsprachen
Zweitspracherwerb,m,
Zweitstimme,f,Zweitstimmen
Zweitstudium,n,Zweitstudien
Zweitwagen,m,
Zweitwein,m,Zweitweine
Zweitwohnsitz,m,Zweitwohnsitze
Zweitwohnung,f,Zweitwohnungen
Zweitürer,m,Zweitürer
Zweiundvierzig,f,
Zweivierteltakt,m,
Zweiwertigkeit,f,Zweiwertigkeiten
Zweizahl,f,
Zweizimmerwohnung,f,Zweizimmerwohnungen
Zweizugbinde,f,Zweizugbinden
Zweizylinder,m,Zweizylinder
Zweizylindermotor,m,Zweizylindermotoren
Zwenkau,,
Zwerch,f,
Zwerche,f,
Zwerchfell,n,Zwerchfelle
Zwerchfellbruch,m,Zwerchfellbrüche
Zwerchhaus,n,Zwerchhäuser
Zwerg,m,Zwerge
Zwerg-Birke,f,Zwerg-Birken
Zwerg-Bläuling,m,Zwerg-Bläulinge
Zwergbirke,f,Zwergbirken
Zwergdommel,f,Zwergdommeln
Zwergenaufstand,m,Zwergenaufstände
Zwergfledermaus,f,Zwergfledermäuse
Zwerggalaxie,f,Zwerggalaxien
Zwerggans,f,Zwerggänse
Zwergin,f,Zwerginnen
Zwergkanadagans,f,Zwergkanadagänse
Zwergkolibri,m,Zwergkolibris
Zwerglein,m,
Zwerglein,n,Zwerglein
Zwerglibelle,f,Zwerglibellen
Zwergohreule,f,Zwergohreulen
Zwergpinguin,m,Zwergpinguine
Zwergplanet,m,Zwergplaneten
Zwergschimpanse,m,Zwergschimpansen
Zwergschneegans,f,Zwergschneegänse
Zwergschule,f,Zwergschulen
Zwergschwan,m,Zwergschwäne
Zwergstrauch,m,Zwergsträucher
Zwergtaucher,m,Zwergtaucher
Zwetsche,f,Zwetschen
Zwetschenkuchen,m,Zwetschenkuchen
Zwetschge,f,Zwetschgen
Zwetschgenkuchen,m,Zwetschgenkuchen
Zwetschke,f,Zwetschken
Zwetschkenröster,m,Zwetschkenröster
Zwickau,,
Zwickauer Mulde,f,
Zwickel,m,Zwickel
Zwickelbier,n,Zwickelbiere
Zwickeltag,m,Zwickeltage
Zwicker,m,Zwicker
Zwickmühle,f,Zwickmühlen
Zwicknagl,,
Zwieback,m,
Zwiebel,f,Zwiebeln
Zwiebelfisch,m,Zwiebelfische
Zwiebelgeruch,m,Zwiebelgerüche
Zwiebelgeschmack,m,
Zwiebelhacker,m,Zwiebelhacker
Zwiebelhelm,m,Zwiebelhelme
Zwiebelkuchen,m,Zwiebelkuchen
Zwiebelrostbraten,m,Zwiebelrostbraten
Zwiebelschale,f,Zwiebelschalen
Zwiebelscheibe,f,Zwiebelscheiben
Zwiebelturm,m,Zwiebeltürme
Zwiegespräch,n,Zwiegespräche
Zwielaut,m,Zwielaute
Zwielicht,n,
Zwiesel,,
Zwiesel,m,Zwiesel
Zwiespalt,m,
Zwiesprache,f,Zwiesprachen
Zwiespältigkeit,f,Zwiespältigkeiten
Zwietracht,f,Zwietrachten
Zwille,f,Zwillen
Zwilling,m,Zwillinge
Zwilling,,
Zwillinge,,Zwillinge
Zwillingsbruder,m,Zwillingsbrüder
Zwillingsfluss,m,Zwillingsflüsse
Zwillingsformel,f,Zwillingsformeln
Zwillingsgeburt,f,Zwillingsgeburten
Zwillingsschwester,f,Zwillingsschwestern
Zwillingswort,n,Zwillingswörter
Zwingburg,f,Zwingburgen
Zwinge,f,Zwingen
Zwingen,,
Zwingenberg,,
Zwinger,m,Zwinger
Zwirn,m,Zwirne
Zwirner,m,Zwirner
Zwirner,,
Zwischenbahnsteig,m,Zwischenbahnsteige
Zwischenbemerkung,f,Zwischenbemerkungen
Zwischenbilanz,f,Zwischenbilanzen
Zwischendeck,n,Zwischendecks
Zwischending,n,
Zwischenfall,m,Zwischenfälle
Zwischenfrage,f,Zwischenfragen
Zwischengeschoss,n,Zwischengeschosse
Zwischengeschoß,n,Zwischengeschoße
Zwischenhandel,m,
Zwischenhändler,m,Zwischenhändler
Zwischenkriegszeit,f,Zwischenkriegszeiten
Zwischenlandeplatz,m,Zwischenlandeplätze
Zwischenlandung,f,Zwischenlandungen
Zwischenlösung,f,Zwischenlösungen
Zwischenmahlzeit,f,Zwischenmahlzeiten
Zwischenraum,m,Zwischenräume
Zwischenring,m,Zwischenringe
Zwischenruf,m,Zwischenrufe
Zwischenrufer,m,Zwischenrufer
Zwischensaison,f,
Zwischenstation,f,Zwischenstationen
Zwischenstock,m,Zwischenstöcke
Zwischenstopp,m,Zwischenstopps
Zwischentitel,m,Zwischentitel
Zwischenton,m,Zwischentöne
Zwischenwahl,f,Zwischenwahlen
Zwischenwand,f,Zwischenwände
Zwischenwelt,f,Zwischenwelten
Zwischenzeit,f,Zwischenzeiten
Zwischenzeugnis,n,Zwischenzeugnisse
Zwist,m,Zwiste
Zwistigkeit,f,Zwistigkeiten
Zwitter,m,Zwitter
Zwittertum,n,
Zwittrigkeit,f,
Zwängerei,f,Zwängereien
Zwölf,f,Zwölfen
Zwölfeck,n,Zwölfecke
Zwölfer,m,Zwölfer
Zwölfer,,
Zwölfersystem,n,
Zwölffingerdarm,m,Zwölffingerdärme
Zwölfprophetenbuch,n,
Zwölfsaiter,f,Zwölfsaiter
Zwölftel,,Zwölftel
Zwölftonner,m,Zwölftonner
Zwölfzylinder,m,Zwölfzylinder
Zwölfzylindermotor,m,Zwölfzylindermotoren
Zwönitz,,
Zyan,n,
Zyanid,n,Zyanide
Zyankali,n,
Zyankalikapsel,f,Zyankalikapseln
Zyanose,f,Zyanosen
Zygote,f,Zygoten
Zygotän,n,
Zyklame,f,Zyklamen
Zyklon,m,Zyklone
Zyklon,n,
Zyklonalität,f,
Zyklone,f,Zyklonen
Zyklop,m,Zyklopen
Zyklopenmauer,f,Zyklopenmauern
Zykloplegie,f,Zykloplegien
Zyklus,m,Zyklen
Zylinder,m,Zylinder
Zylinderabschaltung,f,Zylinderabschaltungen
Zylinderblock,m,Zylinderblöcke
Zylinderfalte,f,Zylinderfalten
Zylinderkopf,m,Zylinderköpfe
Zylinderkopfdichtung,f,Zylinderkopfdichtungen
Zylinderschach,n,
Zylinderschloss,n,Zylinderschlösser
Zylindersäge,f,Zylindersägen
Zylinderöl,n,Zylinderöle
Zylindrom,n,Zylindrome
Zylstra,,
Zymase,f,Zymasen
Zymbal,n,Zymbale
Zymny,,
Zymologie,f,
Zyniker,m,Zyniker
Zynismus,m,Zynismen
Zypergras,n,Zypergräser
Zyperkatze,f,Zyperkatzen
Zypern,,
Zyperwein,m,Zyperweine
Zyprer,m,Zyprer
Zyprerin,f,Zyprerinnen
Zypresse,f,Zypressen
Zypressenhain,m,Zypressenhaine
Zypressenholz,n,Zypressenhölzer
Zypressenöl,n,
Zyprian,,
Zypriot,m,Zyprioten
Zypriotin,f,Zypriotinnen
Zyriakus,,
Zyrus,,
Zyste,f,Zysten
Zystein,n,
Zystenlunge,f,Zystenlungen
Zystenniere,f,Zystennieren
Zystitis,f,Zystitiden
Zystoskop,n,Zystoskope
Zystoskopie,f,Zystoskopien
Zythos,n,
Zytoblast,m,Zytoblasten
Zytoblastom,n,Zytoblastome
Zytochemie,f,
Zytochrom,n,Zytochrome
Zytode,f,Zytoden
Zytodiagnostik,f,Zytodiagnostiken
Zytogenetik,f,
Zytokinese,f,Zytokinesen
Zytologe,m,Zytologen
Zytologie,f,
Zytologin,f,Zytologinnen
Zytolyse,f,Zytolysen
Zytomegalie,f,Zytomegalien
Zytoplasma,n,Zytoplasmen
Zytoskelett,n,Zytoskelette
Zytoskopie,f,Zytoskopien
Zytosoma,n,Zytosomata
Zytostatikum,n,Zytostatika
Zytostom,n,Zytostome
Zytotoxin,n,Zytotoxine
Zytotoxizität,f,
Zytozentrum,n,Zytozentren
Zytozym,n,Zytozyme
Zäckchen,n,Zäckchen
Zähflüssigkeit,f,
Zählapparat,m,Zählapparate
Zähler,m,Zähler
Zählerregister,n,Zählerregister
Zählerstand,m,Zählerstände
Zählkammer,f,Zählkammern
Zählmaschine,f,Zählmaschinen
Zählrichtung,f,Zählrichtungen
Zählung,f,Zählungen
Zählwerk,n,Zählwerke
Zähre,f,Zähren
Zäkostomie,f,Zäkostomien
Zäkotomie,f,Zäkotomien
Zäkum,n,Zäka
Zänker,m,Zänker
Zänkerin,f,Zänkerinnen
Zäpfchen,n,Zäpfchen
Zäpfchen-r,n,
Zärtlichkeit,f,Zärtlichkeiten
Zäsium,n,
Zäsur,f,Zäsuren
Zäzilia,,
Zäzilie,,
Zöblitz,,
Zögerin,f,Zögerinnen
Zögling,m,Zöglinge
Zökostomie,f,Zökostomien
Zökotomie,f,Zökotomien
Zökum,n,Zöka
Zölestine,,
Zöliakie,f,Zöliakien
Zölibat,,
Zölibatsgelübde,n,Zölibatsgelübde
Zöllner,m,Zöllner
Zöllnerin,f,Zöllnerinnen
Zölom,n,Zölome
Zömeterium,n,Zömeterien
Zönokarp,n,Zönokarpe
Zörbig,,
Züchter,m,Züchter
Züchterin,f,Züchterinnen
Züchtigung,f,Züchtigungen
Züchtungsforscher,m,Züchtungsforscher
Züchtungsforschung,f,
Zügel,m,Zügel
